"X"	"Zillow_Home_ID"	"Current_Price"	"Price_Each_SQFT"	"Price_History"	"Tax_History"	"URL"	"Address"	"Zip_Code"	"Neighborhood"	"School"	"Lot_Size"	"Floor_Size"	"MLS_Number"	"Parcel_Number"	"Stories"	"Built_Year"	"Last_Remodel_Year"	"House_Type"	"Structure_Type"	"Bath_Num"	"Bed_Num"	"Room_Num"
"444"	471	82981047	":7,40520063454:7,576107:27:::2007206,000"	NA	NA	NA	"https://www.zillow.com/homedetails/82981047_zpid/"	"9119JenniferLn,Jacksonville,FL32222"	"32222"	"SettlersLanding"	"4_EnterpriseLearningAcademy_PK-5_1.2mi;2_JeffersonDavisMiddle_6-8_3.9mi;2_NathanB.ForrestHigh_9-12_3.3mi"	"7,405"	"2,442"	NA	161750475	0	2006	NA	"SingleFamily"	NA	"3"	"4"	NA
"445"	472	44469906	":10,84819243991:9,488208:::2006220,000<U+2122>:<U+00A0>29:::"	NA	NA	NA	"https://www.zillow.com/homedetails/44469906_zpid/"	"4562AttleboroSt,Jacksonville,FL32205"	"32205"	"MurrayHill"	"2_RuthN.UpsonElementary_PK-5_0.3mi;2_LakeShoreMiddle_6-8_2.1mi;3_RobertE.LeeHigh_9-12_1.3mi"	"10,848"	"2,380"	NA	624920000	2	1924	1930	"SingleFamily"	NA	"2"	"4"	NA
"446"	473	82990434	":0352004204:4,17368:20:::2016132,000:77"	NA	NA	NA	"https://www.zillow.com/homedetails/82990434_zpid/"	"9661MorganCreekCt,Jacksonville,FL32222"	"32222"	"ChimneyLakes"	"2_WestviewK-8_K-8_2.3mi;2_NathanB.ForrestHigh_9-12_3.8mi;7_OakleafJuniorHigh_6-8_3.1mi"	"0.35"	"1,719"	NA	163142525	1	2004	2004	"SingleFamily"	NA	"2"	"3"	NA
"447"	474	44502772	":03719543927:6,04160:::2006455,000<U+2122>:<U+00A0>72"	NA	NA	NA	"https://www.zillow.com/homedetails/44502772_zpid/"	"2349CedarShoresCir,Jacksonville,FL32210"	"32210"	"CedarHillsEstate"	"2_StonewallJacksonElementary_K-5_0.5mi;2_J.E.B.StuartMiddle_6-8_1.4mi;3_EdwardH.WhiteHigh_9-12_1.9mi"	"0.37"	"2,442"	NA	1039080000	2	1954	2005	"SingleFamily"	"Capecod"	"2.5"	"4"	13
"448"	475	109747728	"76,600"	NA	NA	NA	"https://www.zillow.com/homedetails/109747728_zpid/"	"5710SeaboardAve,Jacksonville,FL32244"	"32244"	"Wesconnett"	"1_TimucuanElementary_PK-5_0.5mi;2_J.E.B.StuartMiddle_6-8_0.8mi;2_NathanB.ForrestHigh_9-12_2.2mi"	"2.4"	"1,572"	NA	1031410010	1	1922	1940	"SingleFamily"	NA	"3"	"5"	NA
"449"	476	NA	NA	NA	NA	NA	"https://www.zillow.com/homedetails/126587324_zpid/"	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"450"	477	NA	NA	NA	NA	NA	"https://www.zillow.com/homedetails/128575415_zpid/"	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"451"	478	43709520	"1,75,000"	100	NA	NA	"https://www.zillow.com/homedetails/43709520_zpid/"	"2840BirchwoodDr,OrangePark,FL32073"	"32073"	""	"9_LakesideElementary_PK-6_0.5mi;9_LakesideJuniorHigh_7-8_0.4mi;6_OrangeParkHigh_PK,9-12_1.1mi"	NA	"1,753"	"871554"	4.2e+16	NA	1967	NA	"SingleFamily"	NA	"2"	"4"	NA
"452"	479	2106705755	"2,60,000"	79	NA	NA	"https://www.zillow.com/homedetails/2106705755_zpid/"	"3023PostSt,Jacksonville,FL32205"	"32205"	"MurrayHill"	"2_RuthN.UpsonElementary_PK-5_0.9mi;2_LakeShoreMiddle_6-8_2.8mi;3_RobertE.LeeHigh_9-12_0.4mi"	NA	"3,290"	"871579"	NA	2	2	1925	NA	"MultiFamily"	"Other"	"--"	4
"453"	480	2094973327	"2,19,900"	126	NA	NA	"https://www.zillow.com/homedetails/2094973327_zpid/"	"1018FlemingStFlemingIsland,FL32003"	"32003"	""	"8_RobertM.PatersonElementary_PK-6_2.6mi;9_GreenCoveSpringsJuniorHigh_7-8_4.4mi;10_FlemingIslandHigh_PK,9-12_1.9mi"	"7,379"	"1,749"	"871589"	NA	NA	2017	NA	"SingleFamily"	NA	"2"	"4"	NA
"454"	481	2095680471	"2,42,990"	127	NA	NA	"https://www.zillow.com/homedetails/2095680471_zpid/"	"OspreyPlan,EagleCrestFlemingIsland,FL32003"	"32003"	""	"8_RobertM.PatersonElementary_PK-6_1.8mi;9_GreenCoveSpringsJuniorHigh_7-8_5.2mi;10_FlemingIslandHigh_PK,9-12_1.0mi"	NA	"1,913"	NA	NA	1	2017	NA	"SingleFamily"	NA	"2"	"4"	NA
"455"	482	2104164197	"3,00,000"	NA	NA	NA	"https://www.zillow.com/homedetails/2104164197_zpid/"	"1607BaxleyRd,Middleburg,FL32068"	"32068"	""	"8_CoppergateElementary_PK-6_1.0mi;8_LakeAsburyJuniorHigh_7-8_3.7mi;7_MiddleburgHigh_PK,9-12_1.4mi"	NA	NA	"872294"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"456"	483	2095178679	"3,58,990"	109	""	NA	NA	"https://www.zillow.com/homedetails/2095178679_zpid/"	"3290Plan,ArborMillAtOakleafOrangePark,FL32065"	"32065"	""	"7_PlantationOaksElementary_PK-5_0.8mi;7_OakleafJuniorHigh_6-8_1.2mi;7_MiddleburgHigh_PK,9-12_6.2mi"	NA	"3,290"	NA	NA	2	2017	NA	"SingleFamily"	NA	"4"	4
"457"	484	2095178673	"2,82,990"	119	""	NA	NA	"https://www.zillow.com/homedetails/2095178673_zpid/"	"2373Plan,ArborMillAtOakleafOrangePark,FL32065"	"32065"	""	"7_PlantationOaksElementary_PK-5_0.8mi;7_OakleafJuniorHigh_6-8_1.2mi;7_MiddleburgHigh_PK,9-12_6.2mi"	NA	"2,373"	NA	NA	1	2017	NA	"SingleFamily"	NA	"2"	4
"458"	485	43688130	"4,49,900"	142	NA	NA	"https://www.zillow.com/homedetails/43688130_zpid/"	"2465BegoniaDr,Middleburg,FL32068"	"32068"	""	"7_MiddleburgElementary_PK-6_1.3mi;3_WilkinsonJuniorHigh_7-8_4.5mi;7_MiddleburgHigh_PK,9-12_2.9mi"	"1.06"	"3,170"	"871639"	2.31e+16	2	1989	1989	"SingleFamily"	"Contemporary"	"4"	"3"	15
"459"	486	44506436	"24,00,000"	659	NA	NA	"https://www.zillow.com/homedetails/44506436_zpid/"	"13762MandarinRd,Jacksonville,FL32223"	"32223"	"Mandarin"	"10_LorettoElementary_PK-5_3.6mi;7_MandarinMiddle_6-8_5.6mi;7_MandarinHigh_9-12_5.0mi"	"6.37"	"3,642"	"872186"	1.06e+09	0	1958	NA	"SingleFamily"	"Ranch"	"4"	"4"	NA
"460"	487	44498120	"3,24,900"	186	NA	NA	"https://www.zillow.com/homedetails/44498120_zpid/"	"1250MundyDr,Jacksonville,FL32207"	"32207"	"Miramar"	"9_HendricksAvenueElementary_K-5_1.2mi;5_AlfredI.DupontMiddle_6-8_1.7mi;4_SamuelW.WolfsonHigh_9-12_2.5mi"	"100"	"1,746"	"871418"	999650000	NA	1942	NA	"SingleFamily"	NA	"2"	"3"	NA
"461"	488	103501921	"4,85,000"	NA	NA	NA	"https://www.zillow.com/homedetails/103501921_zpid/"	"2045StateRoad13,SaintJohns,FL32259"	"32259"	""	"10_HickoryCreekElementary_PK-5_3.8mi;10_SwitzerlandPointMiddle_6-8_0.8mi;9_BartramTrailHigh_9-12_3.0mi"	NA	NA	"814430"	34800070	NA	NA	NA	NA	NA	NA	NA	NA
"462"	489	2094982698	"1,65,000"	117	NA	NA	"https://www.zillow.com/homedetails/2094982698_zpid/"	"1000JohnnyLongDr,Macclenny,FL32063"	"32063"	""	"3_JFranklynKellerIntermediateSchool_4-5_1.0mi;NR_BakerCountyMiddle_6-8_1.5mi;NR_BakerCountySeniorHigh_9-12_0.8mi"	"1.55"	"1,410"	"871452"	NA	NA	1979	NA	"SingleFamily"	NA	"2"	"3"	NA
"463"	490	89857656	":03820087:275:9295:201313,700"	NA	NA	NA	"https://www.zillow.com/homedetails/89857656_zpid/"	"8877HawkeyeCir,Jacksonville,FL32221"	"32221"	"NormandyEstate"	"5_CrystalSpringsElementary_PK-5_0.5mi;3_JosephStilwellMiddle_6-8_1.8mi;3_EdwardH.WhiteHigh_9-12_2.4mi"	"0.38"	"2,468"	NA	90625700	NA	2008	NA	"SingleFamily"	NA	"3"	"4"	NA
"464"	491	NA	NA	NA	NA	NA	"https://www.zillow.com/homedetails/117370956_zpid/"	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"465"	492	2098300398	"2,05,990"	125	NA	NA	"https://www.zillow.com/homedetails/2098300398_zpid/"	"TheStockbridgePlan,ForestHammockatOakleafPlantationOrangePark,FL32065"	"32065"	""	"7_PlantationOaksElementary_PK-5_0.7mi;7_OakleafJuniorHigh_6-8_1.1mi;7_MiddleburgHigh_PK,9-12_5.8mi"	NA	"1,650"	NA	NA	1	2017	NA	"SingleFamily"	NA	"2"	"3"	NA
"466"	493	2096288448	"2,29,990"	103	NA	NA	"https://www.zillow.com/homedetails/2096288448_zpid/"	"TheLennonPlan,ForestHammockatOakleafPlantationOrangePark,FL32065"	"32065"	""	"7_PlantationOaksElementary_PK-5_0.7mi;7_OakleafJuniorHigh_6-8_1.1mi;7_MiddleburgHigh_PK,9-12_5.8mi"	NA	"2,236"	NA	NA	1	2017	NA	"SingleFamily"	NA	"2"	"4"	NA
"467"	494	121156487	"2,03,000"	112	NA	NA	"https://www.zillow.com/homedetails/121156487_zpid/"	"789CelebrationLn,Middleburg,FL32068"	"32068"	""	"7_OakleafHigh_PK,9-12_1.8mi;3_WilkinsonJuniorHigh_7-8_8.6mi;7_RidgeviewHigh_9-12_2.2mi"	NA	"1,820"	"871698"	1.7e+16	NA	2014	NA	"SingleFamily"	NA	"2"	"4"	NA
"468"	495	2094988857	"1,59,990"	88	NA	NA	"https://www.zillow.com/homedetails/2094988857_zpid/"	"3341ChestnutRidgeWayOrangePark,FL32065"	"32065"	""	"7_PlantationOaksElementary_PK-5_0.7mi;7_OakleafJuniorHigh_6-8_0.5mi;7_MiddleburgHigh_PK,9-12_4.7mi"	NA	"1,817"	"871339"	NA	NA	2017	NA	"SingleFamily"	NA	"3"	"3"	NA
"469"	496	2095178666	"2,57,990"	123	""	NA	NA	"https://www.zillow.com/homedetails/2095178666_zpid/"	"2093Plan,ArborMillAtOakleafOrangePark,FL32065"	"32065"	""	"7_PlantationOaksElementary_PK-5_0.8mi;7_OakleafJuniorHigh_6-8_1.2mi;7_MiddleburgHigh_PK,9-12_6.2mi"	NA	"2,093"	NA	NA	1	2017	NA	"SingleFamily"	NA	"2"	3
"470"	497	2095680482	"2,40,990"	134	NA	NA	"https://www.zillow.com/homedetails/2095680482_zpid/"	"LongwoodPlan,EagleCrestFlemingIsland,FL32003"	"32003"	""	"8_RobertM.PatersonElementary_PK-6_1.8mi;9_GreenCoveSpringsJuniorHigh_7-8_5.2mi;10_FlemingIslandHigh_PK,9-12_1.0mi"	NA	"1,798"	NA	NA	1	2017	NA	"SingleFamily"	NA	"2"	"4"	NA
"471"	498	53737252	"3,85,000"	114	NA	NA	"https://www.zillow.com/homedetails/53737252_zpid/"	"1619HawksNestDr,OrangePark,FL32003"	"32003"	""	"10_FlemingIslandElementary_PK-6_1.0mi;9_LakesideJuniorHigh_7-8_2.3mi;10_FlemingIslandHigh_PK,9-12_2.4mi"	NA	"3,370"	"871928"	3.1e+16	NA	1999	NA	"SingleFamily"	NA	"5"	"6"	NA
"472"	499	43666975	"1,69,900"	101	NA	NA	"https://www.zillow.com/homedetails/43666975_zpid/"	"1988CalusaTrl,Middleburg,FL32068"	"32068"	""	"8_RideoutElementary_PK-6_0.2mi;8_LakeAsburyJuniorHigh_7-8_3.1mi;7_RidgeviewHigh_9-12_2.5mi"	NA	"1,690"	"871716"	4.05e+15	NA	1988	NA	"SingleFamily"	"Ranch"	"2"	"3"	NA
"473"	500	2098300397	"2,48,990"	94	NA	NA	"https://www.zillow.com/homedetails/2098300397_zpid/"	"TheHawthornePlan,ForestHammockatOakleafPlantationOrangePark,FL32065"	"32065"	""	"7_PlantationOaksElementary_PK-5_0.7mi;7_OakleafJuniorHigh_6-8_1.1mi;7_MiddleburgHigh_PK,9-12_5.8mi"	NA	"2,648"	NA	NA	2	2017	NA	"SingleFamily"	NA	"3"	"4"	NA
"474"	501	2094988858	"1,60,990"	89	NA	NA	"https://www.zillow.com/homedetails/2094988858_zpid/"	"3337ChestnutRidgeWayOrangePark,FL32065"	"32065"	""	"7_PlantationOaksElementary_PK-5_0.7mi;7_OakleafJuniorHigh_6-8_0.5mi;7_MiddleburgHigh_PK,9-12_4.7mi"	NA	"1,817"	"871338"	NA	NA	2017	NA	"SingleFamily"	NA	"3"	"3"	NA
"475"	502	2094949177	"29,500"	NA	NA	NA	"https://www.zillow.com/homedetails/2094949177_zpid/"	"1286CopperCreekDr,Macclenny,FL32063"	"32063"	""	"7_MacclennyElementary_1-3_0.7mi;NR_BakerCountyMiddle_6-8_2.1mi;NR_BakerCountySeniorHigh_9-12_1.5mi"	NA	NA	"871941"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"476"	503	2094947650	"29,500"	NA	NA	NA	"https://www.zillow.com/homedetails/2094947650_zpid/"	"1284CopperCreekDr,Macclenny,FL32063"	"32063"	""	"7_MacclennyElementary_1-3_0.7mi;NR_BakerCountyMiddle_6-8_2.1mi;NR_BakerCountySeniorHigh_9-12_1.5mi"	NA	NA	"871943"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"477"	504	2095178675	"2,73,990"	121	NA	NA	"https://www.zillow.com/homedetails/2095178675_zpid/"	"2264Plan,ArborMillAtOakleafOrangePark,FL32065"	"32065"	""	"7_PlantationOaksElementary_PK-5_0.8mi;7_OakleafJuniorHigh_6-8_1.2mi;7_MiddleburgHigh_PK,9-12_6.2mi"	NA	"2,264"	NA	NA	1	2017	NA	"SingleFamily"	NA	"2"	"3"	NA
"478"	505	43664361	"2,40,000"	119	NA	NA	"https://www.zillow.com/homedetails/43664361_zpid/"	"1868BroadhavenDr,Middleburg,FL32068"	"32068"	""	"7_SwimmingPenCreekElementary_PK-6_0.2mi;8_LakeAsburyJuniorHigh_7-8_4.7mi;10_FlemingIslandHigh_PK,9-12_2.3mi"	"8,287"	"2,013"	"872311"	1.05e+15	1	1999	1999	"SingleFamily"	"Contemporary"	"2"	"3"	7
"479"	506	2094974420	"2,15,000"	96	NA	NA	"https://www.zillow.com/homedetails/2094974420_zpid/"	"1603EuclidSt,Jacksonville,FL32210"	"32210"	"Fairfax"	"9_FishweirElementary_PK-5_0.1mi;2_LakeShoreMiddle_6-8_1.2mi;3_RobertE.LeeHigh_9-12_1.3mi"	"0.29"	"2,248"	"871570"	NA	NA	1924	NA	"SingleFamily"	NA	"2"	"2"	NA
"480"	507	43702331	"2,26,900"	119	NA	NA	"https://www.zillow.com/homedetails/43702331_zpid/"	"837FloydSt,FlemingIsland,FL32003"	"32003"	""	"8_RobertM.PatersonElementary_PK-6_2.8mi;9_GreenCoveSpringsJuniorHigh_7-8_4.2mi;10_FlemingIslandHigh_PK,9-12_2.1mi"	NA	"1,899"	"871576"	3.81e+16	NA	1990	NA	"SingleFamily"	NA	"2"	"3"	NA
"481"	508	82995008	"10,00,000"	203	NA	NA	"https://www.zillow.com/homedetails/82995008_zpid/"	"14678DiamondRanchRd,Jacksonville,FL32234"	"32234"	""	"3_MamieAgnesJonesElementary_K-5_7.1mi;2_BaldwinMiddle-SeniorHigh_6-12_6.8mi;7_OakleafJuniorHigh_6-8_6.7mi"	NA	"4,920"	"871916"	23990070	NA	2007	NA	"SingleFamily"	"Other"	"5"	"5"	NA
"482"	509	2098300422	"2,37,990"	99	NA	NA	"https://www.zillow.com/homedetails/2098300422_zpid/"	"TheKennedyPlan,ForestHammockatOakleafPlantationOrangePark,FL32065"	"32065"	""	"7_PlantationOaksElementary_PK-5_0.7mi;7_OakleafJuniorHigh_6-8_1.1mi;7_MiddleburgHigh_PK,9-12_5.8mi"	NA	"2,403"	NA	NA	2	2017	NA	"SingleFamily"	NA	"3"	"3"	NA
"483"	510	53737423	"3,59,900"	132	NA	NA	"https://www.zillow.com/homedetails/53737423_zpid/"	"2287SBrookDr,OrangePark,FL32003"	"32003"	""	"10_FlemingIslandElementary_PK-6_0.9mi;9_LakesideJuniorHigh_7-8_2.4mi;10_FlemingIslandHigh_PK,9-12_2.3mi"	"0.29"	"2,718"	"871681"	3.1e+16	2	2003	2003	"SingleFamily"	NA	"4"	"5"	13
"484"	511	2098300426	"2,53,990"	92	NA	NA	"https://www.zillow.com/homedetails/2098300426_zpid/"	"TheCarringtonPlan,ForestHammockatOakleafPlantationOrangePark,FL32065"	"32065"	""	"7_PlantationOaksElementary_PK-5_0.7mi;7_OakleafJuniorHigh_6-8_1.1mi;7_MiddleburgHigh_PK,9-12_5.8mi"	NA	"2,752"	NA	NA	2	2017	NA	"SingleFamily"	NA	"3"	"3"	NA
"485"	512	62629232	"3,85,000"	115	NA	NA	"https://www.zillow.com/homedetails/62629232_zpid/"	"1740HorizonCt,OrangePark,FL32003"	"32003"	""	"10_FlemingIslandElementary_PK-6_0.4mi;9_LakesideJuniorHigh_7-8_3.0mi;10_FlemingIslandHigh_PK,9-12_1.4mi"	"0.28"	"3,345"	"872177"	3.2e+16	NA	2003	NA	"SingleFamily"	NA	"4"	"5"	NA
"486"	513	44498065	"12,00,000"	255	NA	NA	"https://www.zillow.com/homedetails/44498065_zpid/"	"1157NorwichRd,Jacksonville,FL32207"	"32207"	"Miramar"	"9_HendricksAvenueElementary_K-5_1.2mi;5_AlfredI.DupontMiddle_6-8_1.9mi;4_SamuelW.WolfsonHigh_9-12_2.8mi"	NA	"4,702"	"871476"	999090000	0	1962	NA	"SingleFamily"	"Contemporary"	"5"	"6"	NA
"487"	514	43694643	"4,95,000"	125	NA	NA	"https://www.zillow.com/homedetails/43694643_zpid/"	"1844CommodorePointDr,OrangePark,FL32003"	"32003"	""	"10_FlemingIslandElementary_PK-6_0.5mi;9_LakesideJuniorHigh_7-8_3.1mi;10_FlemingIslandHigh_PK,9-12_1.4mi"	"0.36"	"3,949"	"871792"	3.2e+16	0	1994	1994	"SingleFamily"	"Contemporary"	"4"	"5"	9
"488"	515	83000745	"2,64,900"	96	NA	NA	"https://www.zillow.com/homedetails/83000745_zpid/"	"8212SierraOaksBlvd,Jacksonville,FL32219"	"32219"	""	"2_DinsmoreElementary_K-5_3.6mi;2_JeanRibaultHigh_9-12_7.3mi;3_JosephStilwellMiddle_6-8_7.1mi"	NA	"2,771"	"871405"	28723590	NA	2007	NA	"SingleFamily"	"Contemporary"	"8"	"4"	NA
"489"	516	2094967251	"4,86,926"	182	NA	NA	"https://www.zillow.com/homedetails/2094967251_zpid/"	"2525RileyOaksTrlJacksonville,FL32223"	"32223"	"Mandarin"	"10_LorettoElementary_PK-5_2.5mi;7_MandarinMiddle_6-8_4.5mi;7_MandarinHigh_9-12_3.9mi"	"9,600"	"2,675"	"871648"	NA	NA	2016	NA	"SingleFamily"	NA	"3"	"3"	NA
"490"	517	43689650	"16,00,000"	314	NA	NA	"https://www.zillow.com/homedetails/43689650_zpid/"	"4231MagnoliaRd,OrangePark,FL32065"	"32065"	""	"7_MontclairElementary_PK-6_3.2mi;9_LakesideJuniorHigh_7-8_2.1mi;6_OrangeParkHigh_PK,9-12_2.8mi"	"0.62"	"5,095"	"838601"	2.6e+16	2	1997	1997	"SingleFamily"	NA	"6"	"4"	NA
"491"	518	44432477	"3,10,000"	98	NA	NA	"https://www.zillow.com/homedetails/44432477_zpid/"	"2945SelawickLn,Jacksonville,FL32218"	"32218"	""	"4_BiscayneElementary_PK-5_1.8mi;2_HighlandsMiddle_6-8_2.2mi;3_FirstCoastHigh_9-12_5.6mi"	NA	"3,176"	"871429"	195422580	NA	2001	NA	"SingleFamily"	NA	"3"	"4"	NA
"492"	519	80774373	"4,99,000"	153	NA	NA	"https://www.zillow.com/homedetails/80774373_zpid/"	"69LionSt,Middleburg,FL32068"	"32068"	""	"7_MiddleburgElementary_PK-6_2.2mi;3_WilkinsonJuniorHigh_7-8_2.8mi;7_MiddleburgHigh_PK,9-12_2.8mi"	NA	"3,253"	"871359"	3.05e+15	NA	2006	NA	"SingleFamily"	NA	"4"	"4"	NA
"493"	520	47735986	"5,50,000"	177	NA	NA	"https://www.zillow.com/homedetails/47735986_zpid/"	"252NBartramTrl,Jacksonville,FL32259"	"32259"	""	"10_HickoryCreekElementary_PK-5_5.2mi;10_SwitzerlandPointMiddle_6-8_1.0mi;9_BartramTrailHigh_9-12_3.5mi"	"0.6"	"3,115"	"872060"	8500130	2	2001	2001	"SingleFamily"	NA	"4"	"5"	NA
"494"	521	60332890	"4,75,000"	136	NA	NA	"https://www.zillow.com/homedetails/60332890_zpid/"	"2449StoneyGlenDr,OrangePark,FL32003"	"32003"	""	"10_FlemingIslandElementary_PK-6_0.9mi;9_LakesideJuniorHigh_7-8_2.5mi;10_FlemingIslandHigh_PK,9-12_2.2mi"	NA	"3,490"	"871832"	3.1e+16	0	2003	NA	"SingleFamily"	NA	"4"	"4"	NA
"495"	522	2103647265	"2,91,490"	95	NA	NA	"https://www.zillow.com/homedetails/2103647265_zpid/"	"SerenataBonusPlan,Longleaf60'HomesitesJacksonville,FL32222"	"32222"	"ChimneyLakes"	"4_EnterpriseLearningAcademy_PK-5_0.4mi;2_JeffersonDavisMiddle_6-8_4.8mi;2_NathanB.ForrestHigh_9-12_4.3mi"	NA	"3,077"	NA	NA	2	2017	NA	"SingleFamily"	NA	"3"	"5"	NA
"496"	523	44557470	"6,99,900"	276	NA	NA	"https://www.zillow.com/homedetails/44557470_zpid/"	"6836LinfordLn,Jacksonville,FL32217"	"32217"	"SanJoseForest"	"2_SanJoseElementary_PK-5_1.1mi;5_AlfredI.DupontMiddle_6-8_0.4mi;4_SamuelW.WolfsonHigh_9-12_1.5mi"	"9,685"	"2,536"	"871655"	1501851016	1	1987	NA	"SingleFamily"	NA	"3"	"3"	NA
"497"	524	44567937	"5,50,000"	142	NA	NA	"https://www.zillow.com/homedetails/44567937_zpid/"	"2660ScottMillLn,Jacksonville,FL32223"	"32223"	"Mandarin"	"4_CrownPointElementary_PK-5_1.8mi;7_MandarinMiddle_6-8_3.3mi;7_MandarinHigh_9-12_3.6mi"	"0.31"	"3,863"	"871855"	1560377015	2	1994	1994	"SingleFamily"	"Other"	"3.5"	"5"	NA
"498"	525	2123594591	"59,500"	18	NA	NA	"https://www.zillow.com/homedetails/2123594591_zpid/"	"5210DodgeRd,Jacksonville,FL32209"	"32209"	"RoyalTerrace"	"2_SaintClairEvansAcademy_PK-5_0.2mi;2_NorthwesternMiddle_6-8_0.5mi;2_WilliamM.RainesHigh_9-12_1.6mi"	NA	"3,377"	"870450"	NA	NA	1974	NA	"SingleFamily"	NA	"3"	"7"	NA
"499"	526	44406472	"30,000"	20	NA	NA	"https://www.zillow.com/homedetails/44406472_zpid/"	"6595PickettvilleRd,Jacksonville,FL32254"	"32254"	"Biltmore"	"4_PickettElementary_PK-6_0.9mi;2_JeanRibaultHigh_9-12_3.5mi;10_JamesWeldonJohnsonCollegePrepartory..._6-8_2.2mi"	"1.64"	"1,500"	NA	43350000	1	1948	1948	"SingleFamily"	NA	"2"	"4"	NA
"500"	527	122976133	"2,10,000"	69	NA	NA	"https://www.zillow.com/homedetails/122976133_zpid/"	"15788RachelCreekDr,Jacksonville,FL32218"	"32218"	""	"4_BiscayneElementary_PK-5_5.7mi;2_HighlandsMiddle_6-8_6.9mi;3_FirstCoastHigh_9-12_5.3mi"	NA	"3,053"	"870946"	1083612390	NA	2014	NA	"SingleFamily"	NA	"3"	"4"	NA
